Subhead,Description,Canada,,USA,,Mexico,
,,,,,,,
4811.40,"Paper, in rolls or sheets ctd impreg or cov with wax,stearin",4811.40.00,C,4811.40.00,A,4811.40.01,C
,,,,,,4811.40.99,C
,,,,,,,
4811.90,"Paper, in rolls or sheets, ctd, impreg, cov, surf-col, surf-de",4811.90.00,A,4811.90.10,A,4811.90.01,B
,,,,4811.90.20,A,4811.90.02,A
,,,,4811.90.30,D,4811.90.03,A
,,,,4811.90.40,A,4811.90.04,C
,,,,4811.90.60,D,4811.90.05,C
,,,,4811.90.80,A,4811.90.06,A
,,,,,,4811.90.07,A
,,,,,,4811.90.08,B
,,,,,,4811.90.09,C
,,,,,,4811.90.99,C
,,,,,,,
4812.00,"Filter blocks, slabs and plates, of paper pulp",4812.00.00,A,4812.00.00,A,4812.00.01,A
,,,,,,,
,,,,,,,
4813.10,"Paper, cigarette, in the form of booklets or tubes",4813.10.00,A,4813.10.00,A,4813.10.01,A
,,,,,,,
4813.20,"Paper, cigarette, in rolls of a width not exceeding 5 cm",4813.20.00,C,4813.20.00,A,4813.20.01,C
,,,,,,,
4813.90,"Paper, cigarette, nes",4813.90.00,C,4813.90.00,A,4813.90.01,C
,,,,,,4813.90.99,C
,,,,,,,
4814.10,"Paper ""Ingrain""",4814.10.00,A,4814.10.00,D,4814.10.01,A
,,,,,,,
4814.20,"Wallpaper, coated or covered on the face side with a decorated",4814.20.00,A,4814.20.00,D,4814.20.01,A
,,,,,,,
4814.30,"Wallpaper, covered on the face side with plaiting material",4814.30.00,A,4814.30.00,D,4814.30.01,A
,,,,,,,
4814.90,"Wallpaper and similar wall coverings, nes",4814.90.10,C,4814.90.00,D,4814.90.99,C
,,4814.90.90,A,,,,
,,,,,,,
4815.00,"Floor coverings on a base of paper, whether or not cut to size",4815.00.00,A,4815.00.00,A,4815.00.01,A
,,,,,,4815.00.99,C
,,,,,,,
4816.10,"Paper, carbon or similar copying, nes",4816.10.00,B,4816.10.00,A,4816.10.01,B
,,,,,,4816.10.99,C
,,,,,,,
4816.20,"Paper, self-copy, nes",4816.20.00,C,4816.20.00,A,4816.20.01,C
,,,,,,,
4816.30,Duplicator stencils,4816.30.00,A,4816.30.00,A,4816.30.01,A
,,,,,,,
4816.90,"Paper, copying/transfer, nes",4816.90.00,C,4816.90.00,A,4816.90.99,C
,,,,,,,
4817.10,Envelopes of paper,4817.10.00,C,4817.10.00,A,4817.10.01,C
,,,,,,,
4817.20,"Cards, letter or correspondence, plain postcards, of paper",4817.20.00,B,4817.20.20,A,4817.20.01,B
,,,,4817.20.40,A,,
,,,,,,,
4817.30,"Paper stationery, nes",4817.30.00,C,4817.30.00,A,4817.30.01,C
,,,,,,,
4818.10,Toilet paper,4818.10.00,C,4818.10.00,A,4818.10.01,C
,,,,,,,
4818.20,"Handkerchiefs, cleansing or facial tissues and towels, of pape",4818.20.00,C,4818.20.00,A,4818.20.01,C
,,,,,,,
4818.30,"Tablecloths and serviettes, of paper",4818.30.00,C,4818.30.00,A,4818.30.01,C
,,,,,,,
4818.40,"Sanitary articles of paper, incl sanit towels & napkins",4818.40.10,C,4818.40.20,D,4818.40.01,C
,,4818.40.90,C,4818.40.40,A,4818.40.02,C
,,,,,,4818.40.99,C
,,,,,,,
4818.50,"Articles of apparel and clothing accessories, of paper, nes",4818.50.00,A,4818.50.00,A,4818.50.01,A
,,,,,,,
4818.90,"Household or hospital supplies, of paper, nes",4818.90.10,C,4818.90.00,A,4818.90.99,C
,,4818.90.90,C,,,,
,,,,,,,
4819.10,"Cartons, boxes and cases, of corrugated paper or paperboard",4819.10.00,A,4819.10.00,A,4819.10.01,B8
,,,,,,,
,,,,,,,
4819.20,"Cartons, boxes and cases, folding, of non-corrugated paper or",4819.20.00,A,4819.20.00,A,4819.20.01,B8
,,,,,,4819.20.99,B8
,,,,,,,
4819.30,"Sacks and bags, of paper, having a base of a width of 40 cm or",4819.30.00,A,4819.30.00,A,4819.30.01,C
,,,,,,,
4819.40,"Sacks and bags, of paper, nes; including cones",4819.40.10,C,4819.40.00,A,4819.40.01,C
,,4819.40.91,A,,,4819.40.02,C
,,4819.40.99,A,,,4819.40.99,C
,,,,,,,
4819.50,"Containers, packing, nes (including record sleeves) of paper",4819.50.00,A,4819.50.20,A,4819.50.99,B8
,,,,4819.50.30,A,,
,,,,4819.50.40,A,,
,,,,,,,
4819.60,"Box files, letter trays and similar articles of paper, used in",4819.60.00,C,4819.60.00,A,4819.60.01,C
,,,,,,,
4820.10,"Registers, account books, note books, diaries and similar",4820.10.00,C,4820.10.20,A,4820.10.01,C
,,,,4820.10.40,D,4820.10.99,C
,,,,,,,
4820.20,Exercise books of paper,4820.20.00,C,4820.20.00,D,4820.20.01,C
,,,,,,,
4820.30,"Binders, folders and file covers, of paper",4820.30.00,B,4820.30.00,A,4820.30.01,B
,,,,,,,
4820.40,"Manifold business forms and interleaved carbon sets, of paper",4820.40.00,C,4820.40.00,A,4820.40.01,C
,,,,,,,
4820.50,"Albums for samples or for collections, of paper",4820.50.10,A,4820.50.00,A,4820.50.01,A
,,4820.50.90,A,,,,
,,,,,,,
4820.90,"Office supplies nes, of paper",4820.90.10,D,4820.90.00,A,4820.90.01,B
,,4820.90.90,B,,,4820.90.99,B
,,,,,,,
4821.10,"Paper labels of all kinds, printed",4821.10.00,A,4821.10.20,A,4821.10.01,C
,,,,4821.10.40,A,,
,,,,,,,
4821.90,"Paper labels of all kinds, not printed",4821.90.00,A,4821.90.20,A,4821.90.99,B
,,,,4821.90.40,A,,
,,,,,,,
4822.10,"Bobbins, spools and similar supports of paper, used for windin",4822.10.00,D,4822.10.00,A,4822.10.01,C
,,,,,,,
4822.90,"Bobbins, spools and similar supports of paper, nes",4822.90.00,C,4822.90.00,A,4822.90.99,C
,,,,,,,
4823.11,"Paper, self-adhesive, cut to size, in strips or rolls",4823.11.00,A,4823.11.00,A,4823.11.01,A
,,,,,,,
4823.19,"Paper, gummed or adhesive (o/t self-adhesive), cut to size, in",4823.19.00,B,4823.19.00,A,4823.19.99,B
,,,,,,,
4823.20,"Paper, filter, cut to size or shape",4823.20.10,A,4823.20.10,A,4823.20.01,A
,,4823.20.90,A,4823.20.90,A,4823.20.99,C
,,,,,,,
4823.30,"Cards, not punched, for punch card machines, of paper,whether",4823.30.00,C,4823.30.00,A,4823.30.01,C
,,,,,,,
4823.40,"Rolls, sheets and dials, of paper, printed, for self-recording",4823.40.10,D,4823.40.00,A,4823.40.01,A
,,,,,,,
,,4823.40.90,A,,,,
,,,,,,,
4823.51,"Paper, fine, cut to size or shape, printed, embossed or",4823.51.00,A,4823.51.00,A,4823.51.01,C
,,,,,,,
4823.59,"Paper, fine, cut to size or shape, nes",4823.59.00,A,4823.59.20,A,4823.59.99,Bp
,,,,4823.59.40,A,,
,,,,,,,
4823.60,"Trays, dishes, plates, cups and the like, of paper",4823.60.00,C,4823.60.00,A,4823.60.01,C
,,,,,,,
4823.70,"Moulded or pressed articles of paper pulp, nes",4823.70.10,D,4823.70.00,D,4823.70.01,C
,,4823.70.20,D,,,4823.70.02,A
,,4823.70.90,A,,,4823.70.03,C
,,,,,,4823.70.99,C
,,,,,,,
4823.90,"Paper and paper articles, nes",4823.90.10,D,4823.90.10,D,4823.90.01,C
,,4823.90.91,A,4823.90.20,A,4823.90.02,A
,,4823.90.99,A,4823.90.40,A,4823.90.03,C
,,,,4823.90.50,A,4823.90.04,A
,,,,4823.90.60,A,4823.90.05,C
,,,,4823.90.65,A,4823.90.06,C
,,,,4823.90.70,A,4823.90.07,C
,,,,4823.90.80,A,4823.90.08,C
,,,,4823.90.85,A,4823.90.09,A
,,,,,,4823.90.10,C
,,,,,,4823.90.11,C
,,,,,,4823.90.12,C
,,,,,,4823.90.13,C
,,,,,,4823.90.14,C
,,,,,,4823.90.15,C
,,,,,,4823.90.16,A
,,,,,,4823.90.17,C
,,,,,,4823.90.99,C
,,,,,,,
4901.10,"Brochures, leaflets and similar printed matter, in single",4901.10.00,D,4901.10.00,D,4901.10.01,D
,,,,,,,
4901.91,"Dictionaries and encyclopaedias, and serial instalments thereo",4901.91.00,D,4901.91.00,D,4901.91.01,D
,,,,,,4901.91.02,D
,,,,,,4901.91.03,D
,,,,,,4901.91.04,D
,,,,,,4901.91.99,D
,,,,,,,
4901.99,"Books, brochures, leaflets and similar printed matter, nes",4901.99.00,D,4901.99.00,D,4901.99.01,D
,,,,,,4901.99.02,D
,,,,,,4901.99.03,D
,,,,,,4901.99.04,D
,,,,,,4901.99.05,D
,,,,,,4901.99.06,D
,,,,,,4901.99.99,D
,,,,,,,
4902.10,"Newspapers, journals and periodicals, appearing at least four",4902.10.00,D,4902.10.00,D,4902.10.01,D
,,,,,,4902.10.02,D
,,,,,,,
,,,,,,,
4902.90,"Newspapers, journals and periodicals, nes",4902.90.00,D,4902.90.10,A,4902.90.01,D
,,,,4902.90.20,D,4902.90.02,D
,,,,,,,
4903.00,"Children's picture, drawing or colouring books",4903.00.10,D,4903.00.00,D,4903.00.01,A
,,4903.00.20,A,,,4903.00.99,A
,,,,,,,
4904.00,"Music, printed or in manuscript, whether or not bound or",4904.00.00,D,4904.00.00,D,4904.00.01,D
,,,,,,,
4905.10,"Globes, topographical, printed",4905.10.00,D,4905.10.00,A,4905.10.01,A
,,,,,,,
4905.91,"Maps and hydrographic or similar charts of all kinds, printed,",4905.91.00,D,4905.91.00,D,4905.91.01,A
,,,,,,4905.91.02,A
,,,,,,4905.91.99,A
,,,,,,,
4905.99,"Maps and hydrographic or similar charts of all kinds, printed,",4905.99.10,D,4905.99.00,D,4905.99.01,A
,,4905.99.90,A,,,4905.99.02,A
,,,,,,4905.99.99,A
,,,,,,,
4906.00,Plans and drawings for architectural etc originals drawn by,4906.00.00,D,4906.00.00,D,4906.00.01,A
,,,,,,,
4907.00,"Unused postage, revenue stamps; cheque forms, banknotes, bond",4907.00.10,D,4907.00.00,D,4907.00.01,D
,,4907.00.20,D,,,4907.00.02,D
,,4907.00.90,A,,,4907.00.03,D
,,,,,,4907.00.04,D
,,,,,,4907.00.99,A
,,,,,,,
4908.10,"Transfers (decalcomanias), vitrifiable",4908.10.00,D,4908.10.00,A,4908.10.01,C
,,,,,,4908.10.99,C
,,,,,,,
4908.90,"Transfers (decalcomanias), nes",4908.90.00,A,4908.90.00,A,4908.90.01,C
,,,,,,4908.90.02,C
,,,,,,4908.90.03,C
,,,,,,4908.90.04,C
,,,,,,4908.90.05,A
,,,,,,4908.90.99,A
,,,,,,,
4909.00,"Postcards, printed or illustrated; printed greeting cards",4909.00.00,A,4909.00.20,A,4909.00.01,A
,,,,4909.00.40,A,4909.00.99,A
,,,,,,,
4910.00,"Calendars of any kind, printed, including calendar blocks",4910.00.10,D,4910.00.20,D,4910.00.01,A
,,4910.00.20,A,4910.00.40,A,4910.00.99,A
,,4910.00.90,A,4910.00.60,A,,
,,,,,,,
4911.10,"Trade advertising material, commercial catalogue and the like",4911.10.10,D,4911.10.00,D,4911.10.01,A
,,4911.10.20,D,,,4911.10.02,A
,,4911.10.91,D,,,4911.10.03,A
,,4911.10.92,A,,,4911.10.04,A
,,4911.10.99,A,,,4911.10.99,A
,,,,,,,
4911.91,"Pictures, designs and photographs",4911.91.10,D,4911.91.10,D,4911.91.01,A
,,,,,,,
,,4911.91.90,A,4911.91.15,D,4911.91.02,A
,,,,4911.91.20,A,4911.91.03,A
,,,,4911.91.30,D,4911.91.04,A
,,,,4911.91.40,A,4911.91.05,A
,,,,,,4911.91.06,A
,,,,,,4911.91.99,A
,,,,,,,
4911.99,"Printed matter, nes",4911.99.10,D,4911.99.20,D,4911.99.01,A
,,4911.99.20,D,4911.99.60,A,4911.99.02,A
,,4911.99.30,D,4911.99.80,A,4911.99.03,A
,,4911.99.40,D,,,4911.99.04,A
,,4911.99.50,A,,,4911.99.05,A
,,4911.99.90,A,,,4911.99.06,A
,,,,,,4911.99.99,A
,,,,,,,
5001.00,Silk-worm cocoons suitable for reeling,5001.00.00,D,5001.00.00,D,5001.00.01,A
,,,,,,,
,,,,,,,
5002.00,Raw silk (not thrown),5002.00.00,D,5002.00.00,D,5002.00.01,A
,,,,,,,
5003.10,"Silk waste, not carded or combed",5003.10.00,D,5003.10.00,D,5003.10.01,A
,,,,,,,
5003.90,"Silk waste, nes",5003.90.00,D,5003.90.00,A,5003.90.99,A
,,,,,,,
5004.00,Silk yarn (other than yarn spun from silk waste) not put up fo,5004.00.00,D,5004.00.00,A,5004.00.01,A
,,,,,,,
5005.00,"Yarn spun from silk waste, not put up for retail sale",5005.00.00,D,5005.00.00,A,5005.00.01,A
,,,,,,,
5006.00,"Silk yarn and yarn spun from wilk waste, put up for retail",5006.00.00,D,5006.00.10,A,5006.00.01,A
,,,,5006.00.90,A,,
,,,,,,,
5007.10,Woven fabrics of noil silk,5007.10.00,D,5007.10.30,A,5007.10.01,A
,,,,5007.10.60,A,5007.10.02,A
,,,,,,5007.10.99,A
,,,,,,,
5007.20,"Woven fabrics of silk/silk waste, o/t noil silk, 85% or more o",5007.20.00,D,5007.20.00,A,5007.20.01,A
,,,,,,5007.20.02,A
,,,,,,5007.20.03,A
,,,,,,5007.20.99,A
,,,,,,,
5007.90,"Woven fabrics of silk, nes",5007.90.00,D,5007.90.30,A,5007.90.01,A
,,,,5007.90.60,A,5007.90.99,A
,,,,,,,
5101.11,"Greasy shorn wool, not carded or combed",5101.11.00,D,5101.11.10,D,5101.11.01,D
,,,,5101.11.20,A,5101.11.02,D
,,,,5101.11.40,A,,
,,,,5101.11.50,A,,
,,,,5101.11.60,A,,
,,,,,,,
5101.19,Greasy wool (other than shorn wool) not carded or combed,5101.19.00,D,5101.19.10,D,5101.19.01,C
,,,,5101.19.20,A,5101.19.02,C
,,,,5101.19.40,A,,
,,,,5101.19.50,A,,
,,,,5101.19.60,A,,
,,,,,,,
5101.21,"Degreased shorn wool, not carded, combed or carbonised",5101.21.00,D,5101.21.10,D,5101.21.01,C
,,,,5101.21.15,A,5101.21.02,C
,,,,5101.21.30,A,,
,,,,5101.21.35,A,,
,,,,5101.21.40,A,,
,,,,5101.21.60,A,,
,,,,,,,
5101.29,"Degreased wool (other than shorn wool), not carded, combed or",5101.29.00,D,5101.29.10,D,5101.29.01,C
,,,,5101.29.15,A,5101.29.02,C
,,,,5101.29.30,A,,
,,,,5101.29.35,A,,
,,,,5101.29.40,A,,
,,,,5101.29.60,B,,
,,,,,,,
,,,,,,,
5101.30,"Carbonised wool, not carded or combed",5101.30.00,D,5101.30.10,B,5101.30.01,C
,,,,5101.30.15,B,5101.30.02,C
,,,,5101.30.30,B,,
,,,,5101.30.40,A,,
,,,,5101.30.60,A,,
,,,,,,,
5102.10,"Fine animal hair, not carded or combed",5102.10.00,D,5102.10.20,A,5102.10.01,A
,,,,5102.10.40,A,5102.10.02,C
,,,,5102.10.60,A,5102.10.99,C
,,,,5102.10.80,D,,
,,,,5102.10.90,B,,
,,,,,,,
5102.20,"Coarse animal hair, not carded or combed",5102.20.00,D,5102.20.00,D,5102.20.01,C
,,,,,,5102.20.99,C
,,,,,,,
5103.10,Noils of wool or of fine animal hair,5103.10.00,D,5103.10.00,A,5103.10.01,A
,,,,,,5103.10.02,C
,,,,,,5103.10.99,C
,,,,,,,
5103.20,"Waste (other than noils) of wool or of fine animal hair, exc",5103.20.00,D,5103.20.00,A,5103.20.01,C
,,,,,,5103.20.02,C
,,,,,,5103.20.99,A
,,,,,,,
5103.30,"Waste of coarse animal hair, excluding garnetted stock",5103.30.00,D,5103.30.00,B,5103.30.01,C
,,,,,,,
5104.00,Garnetted stock of wool or of fine or coarse animal hair,5104.00.00,D,5104.00.00,B,5104.00.01,C
,,,,,,,
5105.10,Carded wool,5105.10.10,D,5105.10.00,A,5105.10.01,A
,,5105.10.90,A,,,,
,,,,,,,
5105.21,Combed wool in fragments,5105.21.00,D,5105.21.00,A,5105.21.01,A
,,,,,,,
5105.29,"Wool tops and other combed wool, other than combed wool in",5105.29.10,D,5105.29.00,A,5105.29.01,A
,,5105.29.90,A,,,5105.29.99,A
,,,,,,,
5105.30,"Fine animal hair, carded or combed",5105.30.10,D,5105.30.00,A,5105.30.01,A
,,5105.30.90,A,,,5105.30.99,A
,,,,,,,
5105.40,"Coarse animal hair, carded or combed",5105.40.10,D,5105.40.00,A,5105.40.01,A
,,5105.40.90,A,,,5105.40.02,A
,,,,,,5105.40.99,A
,,,,,,,
5106.10,"Yarn of carded wool,  85% by weight of wool, not put up for",5106.10.00,Bl,5106.10.00,A,5106.10.01,Bl
,,,,,,,
5106.20,"Yarn of carded, wool, <85% by weight of wool, not put up for",5106.20.00,Bl,5106.20.00,A,5106.20.01,Bl
,,,,,,,
5107.10,"Yarn of combed wool,  85% by weight of wool, not put up for",5107.10.00,Bl,5107.10.00,A,5107.10.01,Bl
,,,,,,,
5107.20,"Yarn of combed wool, <85% by weight of wool, not put up for",5107.20.00,Bl,5107.20.00,A,5107.20.01,Bl
,,,,,,,
,,,,,,,
5108.10,"Yarn of carded fine animal hair, not put up for retail sale",5108.10.10,Bl,5108.10.30,A,5108.10.01,Bl
,,5108.10.20,Bl,5108.10.60,A,5108.10.99,Bl
,,,,,,,
5108.20,"Yarn of combed fine animal hair, not put up for retail sale",5108.20.10,Bl,5108.20.30,A,5108.20.01,Bl
,,5108.20.20,Bl,5108.20.60,A,5108.20.99,Bl
,,,,,,,
5109.10,"Yarn of wool or of fine animal hair,  85% by weight of such",5109.10.00,Bl,5109.10.20,D,5109.10.01,Bl
,,,,5109.10.40,A,,
,,,,5109.10.60,A,,
,,,,,,,
5109.90,"Yarn of wool or of fine animal hair, <85% by weight of such",5109.90.00,Bl,5109.90.20,D,5109.90.99,Bl
,,,,5109.90.40,A,,
,,,,5109.90.60,A,,
,,,,,,,
5110.00,Yarn of coarse animal hair or of horsehair,5110.00.00,Bl,5110.00.00,A,5110.00.01,Bl
,,,,,,,
5111.11,"Woven fabrics of carded wool/fine animal hair,  85% by weight,",5111.11.10,Bl,5111.11.20,B,5111.11.FA,Bl
,,5111.11.90,Bl,5111.11.30,B,5111.11.01,Bl
,,,,5111.11.70,B,,
,,,,,,,
5111.19,"Woven fabrics of carded wool/fine animal hair,  85% by weight,",5111.19.00,Bl,5111.19.10,B,5111.19.FA,Bl
,,,,5111.19.20,B,5111.19.99,Bl
,,,,5111.19.60,B,,
,,,,,,,
5111.20,"Woven fabrics of carded wool/fine animal hair, mixed with m-m",5111.20.10,Bl,5111.20.05,B,5111.20.FA,Bl
,,5111.20.91,Bl,5111.20.10,B,5111.20.99,Bl
,,5111.20.92,Bl,5111.20.90,B,,
,,,,,,,
5111.30,"Woven fabrics of carded wool/fine animal hair, mixed with m-m",5111.30.10,Bl,5111.30.05,B,5111.30.FA,Bl
,,5111.30.91,Bl,5111.30.10,B,5111.30.99,Bl
,,5111.30.92,Bl,5111.30.90,B,,
,,,,,,,
5111.90,"Woven fabrics of carded wool/fine animal hair, nes",5111.90.10,Bl,5111.90.30,B,5111.90.99,Bl
,,5111.90.91,Bl,5111.90.40,B,,
,,5111.90.92,Bl,5111.90.50,B,,
,,,,5111.90.90,B,,
,,,,,,,
5112.11,"Woven fabrics of combed wool/fine animal hair,  85% by weight,",5112.11.10,Bl,5112.11.10,B,5112.11.FA,Bl
,,5112.11.90,Bl,5112.11.20,B,5112.11.01,Bl
,,,,,,,
5112.19,"Woven fabrics of combed wool/fine animal hair,  85% by weight,",5112.19.10,A,5112.19.20,B,5112.19.FA,A
,,5112.19.91,Bl,5112.19.90,B,5112.19.FB,Bl
,,5112.19.92,Bl,,,5112.19.99,Bl
,,,,,,,
5112.20,"Woven fabrics of combed wool/fine animal hair, <85% by wt,",5112.20.10,Bl,5112.20.10,B,5112.20.FA,Bl
,,5112.20.91,Bl,5112.20.20,B,5112.20.01,Bl
,,5112.20.92,Bl,5112.20.30,B,,
,,,,,,,
5112.30,"Woven fabrics of combed wool/fine animal hair, <85% by wt,",5112.30.10,A,5112.30.10,B,5112.30.FA,A
,,5112.30.20,Bl,5112.30.20,B,5112.30.FB,Bl
,,5112.30.91,Bl,5112.30.30,B,5112.30.01,Bl
,,,,,,,
,,5112.30.92,Bl,,,,
,,,,,,,
5112.90,"Woven fabrics of combed wool/fine animal hair, <85% by weight,",5112.90.10,Bl,5112.90.30,B,5112.90.99,Bl
,,5112.90.91,Bl,5112.90.40,B,,
,,5112.90.92,Bl,5112.90.50,B,,
,,,,5112.90.90,B,,
,,,,,,,
5113.00,Woven fabrics of coarse animal hair or of horsehair,5113.00.00,Bl,5113.00.00,A,5113.00.01,Bl
,,,,,,5113.00.02,Bl
,,,,,,,
5201.00,"Cotton, not carded or combed",5201.00.00,D,5201.00.10,C,5201.00.01,C
,,,,5201.00.20,C,5201.00.02,C
,,,,5201.00.50,C,5201.00.03,D
,,,,,,,
5202.10,Cotton yarn waste (including thread waste),5202.10.00,D,5202.10.00,D,5202.10.01,B
,,,,,,5202.10.02,B
,,,,,,5202.10.99,B
,,,,,,,
5202.91,Garnetted stock of cotton,5202.91.00,D,5202.91.00,A,5202.91.01,B
,,,,,,,
5202.99,"Cotton waste, nes",5202.99.00,D,5202.99.00,C,5202.99.01,C
,,,,,,5202.99.99,B
,,,,,,,
5203.00,"Cotton, carded or combed",5203.00.10,D,5203.00.00,C,5203.00.01,C
,,5203.00.90,C,,,,
,,,,,,,
5204.11,"Cotton sewing thread  85% by weight of cotton, not put up for",5204.11.00,B+,5204.11.00,A,5204.11.01,B+
,,,,,,,
5204.19,"Cotton sewing thread, <85% by weight of cotton, not put up for",5204.19.00,B+,5204.19.00,A,5204.19.99,B+
,,,,,,,
5204.20,"Cotton sewing thread, put up for retail sale",5204.20.00,B+,5204.20.00,A,5204.20.01,B+
,,,,,,,
5205.11,"Cotton yarn,  85%, single, uncombed,  714.29 dtex, not put up",5205.11.00,B+,5205.11.10,B,5205.11.01,B+
,,,,5205.11.20,B,,
,,,,,,,
5205.12,"Cotton yarn,  85%, single, uncombed, 714.29 >dtex  232.56, not",5205.12.00,B+,5205.12.10,B,5205.12.01,B+
,,,,5205.12.20,B,,
,,,,,,,
5205.13,"Cotton yarn,  85%, single, uncombed, 232.56 >dtex  192.31, not",5205.13.00,B+,5205.13.10,B,5205.13.01,B+
,,,,5205.13.20,B,,
,,,,,,,
5205.14,"Cotton yarn,  85%, single, uncombed, 192.31 >dtex  125, not pu",5205.14.00,B+,5205.14.10,B,5205.14.01,B+
,,,,5205.14.20,B,,
,,,,,,,
5205.15,"Cotton yarn,  85%, single, uncombed, <125 dtex, not put up for",5205.15.00,B+,5205.15.10,B,5205.15.01,B+
,,,,5205.15.20,B,,
,,,,,,,
5205.21,"Cotton yarn,  85%, single, combed,  714.29, not put up",5205.21.00,B+,5205.21.00,B,5205.21.01,B+
,,,,,,,
5205.22,"Cotton yarn,  85%, single, combed, 714.29 >dtex  232.56, not",5205.22.00,B+,5205.22.00,B,5205.22.01,B+
,,,,,,,
,,,,,,,
5205.23,"Cotton yarn,  85%, single, combed, 232.56 >dtex  192.31, not",5205.23.00,B+,5205.23.00,B,5205.23.01,B+
,,,,,,,
5205.24,"Cotton yarn,  85%, single, combed, 192.31 >dtex  125, not put",5205.24.00,B+,5205.24.00,B,5205.24.01,B+
,,,,,,,
5205.25,"Cotton yarn,  85%, single, combed, <125 dtex, not put up for",5205.25.00,B+,5205.25.00,B,5205.25.01,B+
,,,,,,,
5205.31,"Cotton yarn,  85%, multi, uncombed,  714.29 dtex, not put up,",5205.31.00,B+,5205.31.00,B,5205.31.01,B+
,,,,,,,
5205.32,"Cotton yarn,  85%, multi, uncombed, 714.29 >dtex  232.56, not",5205.32.00,B+,5205.32.00,B,5205.32.01,B+
,,,,,,,
5205.33,"Cotton yarn,  85%, multi, uncombed, 232.56 >dtex  192.31, not",5205.33.00,B+,5205.33.00,B,5205.33.01,B+
,,,,,,,
5205.34,"Cotton yarn,  85%, multi, uncombed, 192.31 >dtex  125, not put",5205.34.00,B+,5205.34.00,B,5205.34.01,B+
,,,,,,,
5205.35,"Cotton yarn,  85%, multi, uncombed, <125 dtex, not put up, nes",5205.35.00,B+,5205.35.00,B,5205.35.01,B+
,,,,,,,
5205.41,"Cotton yarn,  85%, multiple, combed,  714.29 dtex, not put up,",5205.41.00,B+,5205.41.00,B,5205.41.01,B+
,,,,,,,
5205.42,"Cotton yarn,  85%, multi, combed, 714.29 >dtex  232.56, not pu",5205.42.00,B+,5205.42.00,B,5205.42.01,B+
,,,,,,,
5205.43,"Cotton yarn,  85%, multi, combed, 232.56 >dtex  192.31, not pu",5205.43.00,B+,5205.43.00,B,5205.43.01,B+
,,,,,,,
5205.44,"Cotton yarn,  85%, multiple, combed, 192.31 >dtex  125, not pu",5205.44.00,B+,5205.44.00,B,5205.44.01,B+
,,,,,,,
5205.45,"Cotton yarn,  85%, multiple, combed, <125 dtex, not put up, ne",5205.45.10,D,5205.45.00,B,5205.45.01,B+
,,5205.45.90,B+,,,,
,,,,,,,
5206.11,"Cotton yarn, <85%, single, uncombed,  714.29, not put up",5206.11.00,B+,5206.11.00,B,5206.11.01,B+
,,,,,,,
5206.12,"Cotton yarn, <85%, single, uncombed, 714.29 >dtex  232.56, not",5206.12.00,B+,5206.12.00,B,5206.12.01,B+
,,,,,,,
5206.13,"Cotton yarn, <85%, single, uncombed, 232.56 >dtex  192.31, not",5206.13.00,B+,5206.13.00,B,5206.13.01,B+
,,,,,,,
5206.14,"Cotton yarn, <85%, single, uncombed, 192.31 >dtex  125, not pu",5206.14.00,B+,5206.14.00,B,5206.14.01,B+
,,,,,,,
5206.15,"Cotton yarn, <85%, single, uncombed, <125 dtex, not put up for",5206.15.00,B+,5206.15.00,B,5206.15.01,B+
,,,,,,,
5206.21,"Cotton yarn, <85%, single, combed,  714.29 dtex, not put up",5206.21.00,B+,5206.21.00,B,5206.21.01,B+
,,,,,,,
5206.22,"Cotton yarn, <85%, single, combed, 714.29 >dtex  232.56, not",5206.22.00,B+,5206.22.00,B,5206.22.01,B+
,,,,,,,
5206.23,"Cotton yarn, <85%, single, combed, 232.56 >dtex  192.31, not",5206.23.00,B+,5206.23.00,B,5206.23.01,B+
,,,,,,,
5206.24,"Cotton yarn, <85%, single, combed, 192.31 >dtex  125, not put",5206.24.00,B+,5206.24.00,B,5206.24.01,B+
,,,,,,,
5206.25,"Cotton yarn, <85%, single, combed, <125 dtex, not put up for",5206.25.00,B+,5206.25.00,B,5206.25.01,B+
,,,,,,,
5206.31,"Cotton yarn, <85%, multiple, uncombed,  714.29, not put up, ne",5206.31.00,B+,5206.31.00,B,5206.31.01,B+
,,,,,,,
5206.32,"Cotton yarn, <85%, multiple, uncombed, 714.29 >dtex  232.56,",5206.32.00,B+,5206.32.00,B,5206.32.01,B+
,,,,,,,
,,,,,,,
5206.33,"Cotton yarn, <85%, multiple, uncombed, 232.56 >dex  192.31, no",5206.33.00,B+,5206.33.00,B,5206.33.01,B+
,,,,,,,
5206.34,"Cotton yarn, <85%, multiple, uncombed, 192.31 >dtex  125, not",5206.34.00,B+,5206.34.00,B,5206.34.01,B+
,,,,,,,
5206.35,"Cotton yarn, <85%, multiple, uncombed, <125 dtex, not put up,",5206.35.00,B+,5206.35.00,B,5206.35.01,B+
,,,,,,,
5206.41,"Cotton yarn, <85%, multiple, combed,  714.29, not put up, nes",5206.41.00,B+,5206.41.00,B,5206.41.01,B+
,,,,,,,
5206.42,"Cotton yarn, <85%, multiple, combed, 714.29 >dtex  232.56, not",5206.42.00,B+,5206.42.00,B,5206.42.01,B+
,,,,,,,
5206.43,"Cotton yarn, <85%, multiple, combed, 232.56 >dtex  192.31, not",5206.43.00,B+,5206.43.00,B,5206.43.01,B+
,,,,,,,
